,title,pages,publisher,category 1,category 2,category 3,is bestseller
140,School for Sidekicks: The Academy of Metahuman Operatives,256 pages,"Feiwel & Friends; First Edition (August 4, 2015)Ê",in Children's Superhero Fiction,in Children's Fantasy & Magic Books,,0
141,Connect the Stars,368 pages,"HarperCollins; Reprint edition (October 25, 2016)Ê","in Children's Mystery, Detective, & Spy",in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
142,A Dragon's Guide to the Care and Feeding of Humans,192 pages,"Yearling; Illustrated edition (February 2, 2016)Ê","in Children's Dragon, Unicorn & Mythical Stories",in Children's Spine-Chilling Horror,in Children's Fantasy & Magic Books,0
143,"Summer Showers (Cupcake Cousins, 2)",256 pages,"Little, Brown Books for Young Readers; Reprint edition (June 7, 2016)Ê",in Children's New Baby Books,in Children's Multigenerational Family Life,in Children's Friendship Books,0
144,Evil Spy School,352 pages,"Simon & Schuster Books for Young Readers; Reprint edition (April 5, 2016)Ê","in Children's Mystery, Detective, & Spy",in Children's Humor,in Children's Action & Adventure Books (Books),0
145,Castle Hangnail,384 pages,"Dial Books; First Edition (April 21, 2015)Ê",in Children's Self-Esteem Books,in Children's Humor,in Children's Fantasy & Magic Books,0
146,The Green Bicycle,368 pages,"Puffin Books; Reprint edition (April 12, 2016)Ê",in Children's Middle East Books,in Children's Books on Girls' & Women's Issues,in Children's Family Life Books (Books),0
147,Unicorn on a Roll (Phoebe and Her Unicorn Series Book 2): Another Phoebe and Her Unicorn Adventure (Volume 2),224 pages,"Andrews McMeel Publishing (May 26, 2015)Ê",in Children's Fantasy Comics & Graphic Novels,"in Children's Dragon, Unicorn & Mythical Stories",in Children's Humorous Comics & Graphic Novels,0
148,Dead Air #1 (The Kat Sinclair Files),235 pages,"Grosset & Dunlap (September 1, 2015)Ê",in Children's Film Books (Kindle Store),in Children's Marriage & Divorce Books,in Children's Fantasy & Supernatural Mystery Books,0
149,Blackbird Fly,320 pages,"Greenwillow Books; Reprint edition (March 1, 2016)Ê",in Children's Books on Bullying,in Children's Fiction on Social Situations,in Children's Self-Esteem Books,0
150,Don't Vote for Me,240 pages,"Sourcebooks Young Readers (August 4, 2015)Ê",in Children's Issues in School Books,in Children's Humorous Literature,in Children's Family Life Books (Kindle Store),0
151,The Running Dream (Schneider Family Book Award - Teen Book Winner),336 pages,"Ember; 1st edition (January 10, 2012)Ê",in Teen & Young Adult Fiction on Disabilities (Books),in Teen & Young Adult Social Issues,in Children's Books (Books),0
152,"The Unwanteds (Unwanteds, The)",416 pages,"Aladdin; Reprint edition (July 10, 2012)Ê",in Children's Friendship Books,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
153,The Last Changeling (The Seelie Wars Book 2),304 pages,"Viking Books for Young Readers (November 28, 2014)Ê",in Children's Dragon Stories,in Children's Animal Action & Adventure,in Children's Fantasy & Magic Adventure,0
154,Twist My Charm: The Popularity Spell,271 pages,"Random House Books for Young Readers (September 22, 2015)Ê",in Children's Books on Bullies,in Children's eBooks on Girls' & Women's Issues,in Children's Books on Friendship,0
155,The Sister Solution (mix),241 pages,"Aladdin (September 29, 2015)Ê",in Children's New Family Experiences Books,in Children's eBooks on Girls' & Women's Issues,in Children's Siblings Books (Books),0
156,Little Miss Evil,147 pages,"Spencer Hill Middle Grade (March 10, 2015)Ê",in Children's Action & Adventure Sci-Fi Books,in Children's Humorous Action & Adventure,in Children's Humorous Literature,0
157,Witch Tricks (Witch Wars),199 pages,"Bloomsbury Children's Books; 1st edition (October 4, 2018)Ê",in Children's Books on Friendship,in Children's Humorous Literature,in Children's Fantasy Books,0
158,Before Tomorrowland: The Secret History of the World of Tomorrowland,336 pages,"Disney Press (April 7, 2015)Ê",in Children's Popular Culture Literature,"in Teen & Young Adult Media Tie-In eBooks',",in Children's Fantasy & Magic Adventure,0
159,Has Anyone Seen Jessica Jenkins?,288 pages,"Candlewick; Reprint edition (September 13, 2016)Ê",in Children's Superhero Fiction,in Children's Friendship Books,in Children's Fantasy & Magic Books,0
160,"The Tapper Twins Go to War (With Each Other) (The Tapper Twins, 1)",240 pages,"Little, Brown Books for Young Readers; Reprint edition (May 3, 2016)Ê",in Children's City Life Books,in Children's Books on Bullying,in Children's Siblings Books (Books),0
161,The Doublecross: (And Other Skills I Learned as a Superspy),304 pages,"Bloomsbury USA Childrens; Reprint edition (June 14, 2016)Ê",in Children's Humor,in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
162,Hound of Hades #2 (Beasts of Olympus),144 pages,"Penguin Workshop; Illustrated edition (January 8, 2015)Ê",in Children's Greek & Roman Books,in Children's Chapter Books (Books),in Children's Fantasy & Magic Books,0
163,"Anyone but Ivy Pocket (Ivy Pocket, 1)",400 pages,"Greenwillow Books; Reprint edition (May 3, 2016)Ê",in Children's Books on Orphans & Foster Homes,in Children's Spine-Chilling Horror,"in Children's Mystery, Detective, & Spy",0
164,Public School Superhero,304 pages,"jimmy patterson; Illustrated edition (May 3, 2016)Ê",in Children's Books on Boys' & Men's Issues,in Children's Self-Esteem Books,in Children's School Issues,0
165,The Eye of Midnight,258 pages,"Delacorte Press (March 8, 2016)Ê",in Children's Historical Action & Adventure,in Children's Historical Fiction (Kindle Store),in Children's Folk Tales & Myths (Kindle Store),0
166,The Courage of Cat Campbell (Poppy Pendle),288 pages,"Simon & Schuster/Paula Wiseman Books; Reprint edition (December 15, 2015)Ê",in Children's Multigenerational Family Life,in Children's Friendship Books,in Children's Fantasy & Magic Books,0
167,The Great Good Summer,225 pages,"Beach Lane Books; Reprint edition (May 5, 2015)Ê",in Children's Parent Books,in Children's New Family Experiences Books,in Children's New Experiences Books,0
168,Night on Fire,288 pages,"Albert Whitman & Company; Reprint edition (September 1, 2016)Ê",in Children's 1900s American Historical Fiction,in Children's Books on Prejudice & Racism,in Children's Black & African American Story Books,0
169,House Arrest,312 pages,"Chronicle Books; Reprint edition (August 9, 2016)Ê",in Teen & Young Adult Fiction about Emotions & Feelings,in Censorship & Politics,in Teen & Young Adult Family Fiction,0
170,Secrets Of Selkie Bay,224 pages,"Square Fish; Reprint edition (July 19, 2016)Ê",in Children's Parents Books,in Children's Siblings Books (Books),in Children's Folk Tales & Myths (Books),0
171,Canned and Crushed,208 pages,"Sky Pony; Reprint edition (June 20, 2017)Ê",in Children's Hispanic & Latino Books,in Children's Books on Bullying,in Children's Fiction on Social Situations,0
172,If I Were You,178 pages,"Farrar, Straus and Giroux (BYR) (May 12, 2015)Ê",in Children's New Family Experiences Books,"in Teen & Young Adult Fiction about Self Esteem & Reliance',",in Children's Self-Esteem & Self-Respect,0
173,The Wrinkled Crown,400 pages,"HarperCollins (November 10, 2015)Ê",in Children's Performing Arts Fiction,in Children's Folk Tales & Myths (Books),in Children's Friendship Books,0
174,Playing Juliet,128 pages,"Sky Pony (November 3, 2015)Ê",in Children's Drama & Theater Books,in Children's Performing Arts Fiction,in Children's Mystery & Detectives Books,0
175,Lucky Strike,272 pages,"Scholastic Inc.; Reprint edition (August 30, 2016)Ê",in Children's Books on Bullying,in Children's Friendship Books,in Children's Fantasy & Magic Books,0
176,Charlie Bingham Gets Clocked,134 pages,"Scholastic Inc.; Reprint edition (August 30, 2016)Ê",in Children's Chapter Books (Kindle Store),in Children's Humorous Literature,in Children's Chapter Books (Books),0
177,Maisy and the Money Marauder (The Maisy Files Book 2),87 pages,"Next Chapter; 2nd edition (August 16, 2019)Ê",in Children's Detectives Books,in Children's Chapter Books (Kindle Store),in Children's Chapter Books (Books),0
178,The Icing on the Cake (The Saturday Cooking Club Book 2),305 pages,"Aladdin (September 22, 2015)Ê",in Children's Babysitting Books,in Children's Cooking Books,in Children's eBooks on Girls' & Women's Issues,0
179,Lumberjanes Vol. 1: Beware The Kitten Holy (1),128 pages,"BOOM! Box; Illustrated edition (April 7, 2015)Ê",in Children's Fantasy Comics & Graphic Novels,in Children's Action & Adventure Comics & Graphic Novels,in Children's Humorous Comics & Graphic Novels,0
180,The Whispers in the Walls (Scarlet and Ivy Book 2),288 pages,"Sourcebooks Young Readers; Reprint edition (May 2, 2017)Ê",in Teen & Young Adult Detective Story eBooks,in Teen & Young Adult Historical Mysteries & Thrillers,in Children's Detectives Books,0
181,The Lost Twin (Scarlet and Ivy Book 1),321 pages,"Sourcebooks Young Readers (May 3, 2016)Ê",in Teen & Young Adult Parents Fiction,in Children's Detectives Books,in Children's Siblings Books (Kindle Store),0
182,Husky,272 pages,"Grosset & Dunlap (September 22, 2015)Ê",in Children's Multigenerational Family Life,in LGBTQ+ Books'],,0
183,"Catch You Later, Traitor",304 pages,"Workman Publishing Company; Reprint edition (March 1, 2016)Ê",in Children's 1900s American Historical Fiction,"in Children's Mystery, Detective, & Spy",,0
184,Ghostlight,256 pages,"Knopf Books for Young Readers (August 4, 2015)Ê",in Children's Performing Arts Fiction,in Children's Siblings Books (Books),in Children's Spine-Chilling Horror,0
185,Pieces and Players,320 pages,"Scholastic Inc.; Reissue edition (April 26, 2016)Ê",in Children's Art Fiction,"in Children's Mystery, Detective, & Spy",in Children's Literature (Books),0
186,"Amulet Keepers (TombQuest, Book 2) (2)",192 pages,"Scholastic Press (April 28, 2015)Ê",in Children's Friendship Books,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
187,Lottery Boy,305 pages,"Candlewick Press (March 8, 2016)Ê",in Teen & Young Adult Fiction about Homelessness & Poverty (Kindle Store),in Children's Homelessness & Poverty Books (Kindle Store),in Teen & Young Adult Fiction about Homelessness & Poverty (Books)'],0
188,The Secret of Camp Whispering Pines: Samantha Wolf Mysteries #2,228 pages,"CreateSpace Independent Publishing Platform (February 1, 2015)Ê","in Children's Mystery, Detective, & Spy",in Children's Action & Adventure Books (Books),,0
189,Big Game: Movie Tie-in Edition,272 pages,"Chicken House; Media Tie In edition (February 24, 2015)Ê",in Children's Books on Boys' & Men's Issues,in Children's Action & Adventure Books (Books),,0
190,Crown of Three (1),432 pages,"Aladdin; Reprint edition (February 9, 2016)Ê",in Children's Siblings Books (Books),in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
191,Emma and the Banderwigh (Tales of Widowswood Book 1),220 pages,"Division Zero Press; 2nd edition (August 28, 2018)Ê",in Children's Sword & Sorcery Fantasy Books,in Children's Folk Tales & Myths (Kindle Store),in Children's Folk Tales & Myths (Books),0
192,River Runs Deep,336 pages,"Atheneum Books for Young Readers; Illustrated edition (July 21, 2015)Ê",in Children's 1800s American Historical Fiction,in Children's New Experiences Books,"in Children's Mystery, Detective, & Spy",0
193,If You Find This,368 pages,"Little, Brown Books for Young Readers; Reprint edition (October 17, 2017)Ê","in Children's Mystery, Detective, & Spy",in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
194,The Curious Cat Spy Club (1),256 pages,"Albert Whitman & Company; Reprint edition (March 1, 2016)Ê","in Children's Mystery, Detective, & Spy",in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
195,Cheating for the Chicken Man,304 pages,"Dutton Books for Young Readers (July 14, 2015)Ê",in Children's Books on Death & Dying,in Children's Books on Bullying,in Children's Books on Prejudice & Racism,0
196,The Deadly 7: Who Needs Friends When You've Got Monsters?,352 pages,"Farrar, Straus and Giroux (BYR) (April 5, 2016)Ê",in Children's Spine-Chilling Horror,in Children's Science Fiction Books (Books),in Children's Fantasy & Magic Books,0
197,The Cottage in the Woods,400 pages,"Yearling; Dgs edition (August 9, 2016)Ê",in Children's Bear Books (Books),in Children's Folk Tales & Myths (Books),in Children's Action & Adventure Books (Books),0
198,Friends for Life,234 pages,"David Fickling Books (January 1, 2015)Ê",in Children's Books on Bullying,in Children's Friendship Books,,0
199,Like a River: A Civil War Novel,336 pages,"Calkins Creek; Illustrated edition (April 7, 2015)Ê",in Children's Military Fiction (Books),in Children's 1800s American Historical Fiction,in Children's Books on Boys' & Men's Issues,0
200,"Zack Delacruz: Me and My Big Mouth (Zack Delacruz, Book 1) (Volume 1)",176 pages,"Union Square Kids; Reprint edition (July 5, 2016)Ê",in Children's Books on Bullying,in Children's Self-Esteem Books,in Children's School Issues,0
201,The Safest Lie,192 pages,"Holiday House; Reprint edition (December 18, 2018)Ê",in Children's Holocaust Fiction Books (Books),in Children's Books on Girls' & Women's Issues,in Children's Action & Adventure Books (Books),0
202,The Trap,247 pages,"Houghton Mifflin Harcourt (January 1, 2015)Ê",in Children's Science Fiction Books (Books),in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
203,The Demon Curse (Young Houdini Book 2),242 pages,"Sourcebooks Young Readers (June 2, 2015)Ê",in Children's United States Biographies (Kindle Store),in Children's United States Biographies (Books),in Children's Historical Fiction (Kindle Store),0
204,I Don't Know How the Story Ends,288 pages,"Sourcebooks Young Readers; Reprint edition (September 6, 2016)Ê",in Teen & Young Adult Film Fiction,in Teen & Young Adult 20th Century United States Historical Fiction,in Teen & Young Adult Parents Fiction,0
205,Blackout (Urban Outlaws),304 pages,"Bloomsbury USA Childrens (June 2, 2015)Ê","in Children's Mystery, Detective, & Spy",in Children's Science & Nature Books,in Children's Action & Adventure Books (Books),0
206,"Secret Coders (Secret Coders, 1)",96 pages,"First Second; Illustrated edition (September 29, 2015)Ê",in Children's Mystery & Detective Comics & Graphic Novels,in Children's Computers & Technology Books,in Children's School Issues,0
